speech_id,president,speaker,year,date,regime,full_text,word_count,url,fulltext=0,analysis_scope,exclusion_reason
1,김영삼,김영삼,1993,5.13,보수,"친애하는 국민여러분.
저는 오늘, 1980년 5월 광주 민주화 운동의 역사적 의미를 되새기면서, 광주의 아픔을 씻어내고, 그 명예를 회복하기 위한 정부의 방안을 말씀드리고자 합니다.
저는 먼저 5.18 광주 민주와 운동 때 피해를 당하신 분들과 그 유가족, 그리고 광주 시민 여러분에게 대통령으로서 위로의 말씀을 드립니다.
돌이켜보면 80년 5월의 민주화 운동은 당시로서는 엄청난 좌절이었습니다. 그러나 문민 민주화를 향해 우리가 걸어온 고난에 찬 력정에서 볼 때, 광주 민주화 운동은 우뚝한 한 봉우리를 차지하고 있습니다.
그렇습니다.
1980년 5월, 광주의 유혈은 이 나라 민주주의의 밑거름이 되었습니다. 그 희생은 바로 이 나라 민주주의를 위한 것이었습니다.
80년 5월의 민주화 운동, 그리고 87년 6월 항쟁을 통해 마침내 우리는 이 땅에 문민 민주정부를 세웠습니다.
친애하는 국민 여러분.
저는 처절했던 5.18 광주 민주화 운동 때 야당 총재로서, 맨처음 군부정권 당국에 정면으로 항의했습니다.
기자회견을 통하여 그 비극적 사태를 온세계에 알렸습니다. 바로 그것 때문에 저는 3년 여에 걸쳐 가택연금을 당해야 했습니다.
광주 민주화 운동 3주년이 되는 1983년 5월 18일, 가택연금 중에 저는 23일간 생명을 건 단식투쟁을 전개하였습니다. 광주의 유혈을 막지 못한 책임을 통감하면서, 잃어 버린 민주주의를 되찾기 위해서였습니다.
분명히 말하거니와 오늘의 정부는 광주 민주화 운동의 연장선에 있는 민주정부입니다.
광주 민주화 운동의 부권과 명예회복, 그리고 그때의 상처와 아픔을 치유하기 위하여 광주 시민 여러분과 같은 입장에 서서 고뇌하는 정부입니다. 또한 문민 정부의 출범과 그 개혁은 광주 민주화 운동의 역사적 의미를 실현시켜 나가는 과정입니다.
광주문제는 더 이상 앙금으로 남아 있어서는 안됩니다. 결코 정치적 목적으로 이용되거나, 정쟁의 대상이 되어서는 안됩니다.
광주 민주화 운동은 정당하게 평가되고 올바르게 역사에 기록되어야 합니다. 광주의 아픔은 치유되고 명예회복도 이루어져야 한다고 믿습니다. 그것은 광주의 고통을 온국민이 함께 나누고, 광주의 민주정신을 전국적으로 승화시키는 방향에서, 그리고 광주 시민이 원하고 국민 모두가 공감할 수 있는 방향에서 이루어져야 할 것입니다.
첫째, 5.18 광주 민주화 운동의 정신을 기리고 그 명예를 높일 수 있는 사업을 적극 지원할 것입니다.
우선, 광주 시민과 온국민이 그날을 기념할 수 있도록 광주시에서 기념일을 먼저 제정하기를 희망합니다.
망월동 묘역은 민주성지로 가꾸어 나갈 수 있도록 묘역의 확장 등 필요한 지원을 다할 것입니다.
광주 시민과 전남 도민의 의사에 따라 현재 광주 시내에 있는 전남도청을 전남도 관내로 이전하고, 당시 민주화 운동의 현장이었던 현 도청 위치에 5.18 광주 민주화 운동 기념공원을 조성하고 기념탑을 세우는 방안을 적극 검토, 지원할 것입니다.
현재 상무대 부지의 일부를 광주시에 추가로 무상 사용케 함으로써 시민공원을 조성하도록 할 것입니다.
둘째, 광주 민주화 운동과 관련하여 아직까지 억울한 처지에 있는 분들을 위로하는 데 필요한 모든 노력과 지원을 다할 것입니다.
사망자와 행방 불명자 및 부상자 중에서 아직까지 법률에 의하여 보상을 받지 못한 분들을 위하여 추가 신고기회를 제공할 것입니다.
당시 연행, 구금되거나 유죄판결을 받아 사면ㆍ복권된 분들에 대하여 전과기록을 완전히 말소하고 지원방안을 강구하는 등 그분들이 이 나라의 민주화에 헌신한 만큼 떳떳하게 그 명예가 회복되도록 할 것입니다.
당시 부상을 당하신 분 중, 앞으로도 치료가 필요한 분들에 대해서는 계속적인 치료가 가능하도록 지원하겠습니다.
5.18 광주 민주화 운동과 관련하여 지명수배를 받은 분들에 대해서는 공식적으로 이를 해제하고 해직된 분들에 대한 복직 역시 적극 검토할 것입니다. 저는 우리의 법체계 안에서 가능하고, 형평의 원칙에 비추어 합리적인 모든 조치를 취해 나갈 것입니다.
친애하는 국민 여러분!
그리고 광주 시민 여러분!
저는 광주 민주화 운동에 대한 진상규명과 그 책임자 처벌을 요구하는 주장이 있다는 것을 잘 알고 있습니다. 그것을 위해 특별한 조치를 취해야 한다는 주장도 있다고 듣고 있습니다.
저는 그러한 주장이 있을 수 있다고 생각합니다.
저 역시 그 문제를 놓고 많은 고뇌를 거듭했습니다. 그러나 진상규명은 역사를 올바르게 바로잡고 정당한 평가를 받자는 데 그 목적이 있습니다. 결코 암울했던 시절의 치욕을 다시 들추어 내어 갈등을 재연하거나 누구를 벌하자는 것은 아닐 것입니다.
따라서, 지금 이 시점에서 중요한 것은 우리 국민 모두가 5.18 광주 민주화 운동의 명예를 높이 세우는 일입니다.
진상규명과 관련하여 미흡한 부분이 있다면 이는 훗날의 역사에 맡기는 것이 도리라고 믿습니다. 진실은 역사 속에서 반드시 밝혀지고 만다는 것이 저의 확신입니다.
이제, 마음과 갈등의 고리를 바로 우리 모두의 손으로 끊어야 한다고 생각합니다. 오늘에 다시 보부적 한풀이가 되어서는 안된다고 생각합니다.
우리 다같이 잊지는 말되 과감하게 용서함으로써 새롭게 화해하자고 말하고 싶습니다. 용서하는 것만큼 큰 용기는 없습니다.
그렇게 함으로써 우리 모두 13년 전의 악몽과 멍에로부터 자유로워집시다.
시대가 남겨준 앙금과 한을 홀홀 털고 일어나 ‘신한국 창조’의 저 넓고 큰길로 나섭시다.
광주 민주화 운동의 정신은 ‘신한국 창조’를 향한 참여와 창의의 열린 정신으로 승화되어야 합니다.
이미 ‘신한국 창조’를 향한 변화와 개혁에 광주 시민 여러분께서 기꺼이 동참과 지지를 아끼지 않고 계신 데 대하여 감사와 함께 경의를 표하는 것입니다.
저는 광주가 과거에 매달려 있는 도시가 아니라 그 이름처럼 빛을 비추이는 도시, 우리 조국의 미래를 열어 나가는 밝은 도시로 새롭게 태어날 수 있도록 저와 우리 정부가 할 수 있는 모든 지원과 노력을 다 할 것임을 거듭 말씀드립니다.
저는 국민 여러분께 약속한 대로, 동서의 화해와 정의로운 국민 내부의 화해를 이룩해 나가는 데 혼신의 노력을 다 기울이겠습니다.
변화와 개혁을 통해 신한국 창조의 기틀을 다져 놓고야 말겠습니다. 제2의 건국을 한다는 각오로 앞장서 뛰겠습니다.
저는 그것을 새롭게 일어선 광주 시민 여러분과 함께 해내고 싶습니다.
대통령인 저와 함께 힘을 합해 신한국을 창조합시다.
그리하여 우리의 후손들로 하여금, 대한민국에 태어난 것을 자랑과 긍지로 여길 수 있는 그런, 더불어 함께 바르게 잘사는 우리의 조국을 물려 줍시다.",,https://www.pa.go.kr/index.jsp,0,excluded,pre-ceremony special address (1993); genre heterogeneity
2,김영삼,총리(고건),1997,5.18,보수,"존경하는 광주시민 여러분과 국민 여러분.
그리고 5·18 희생자 유족 대표와 자리에 참석하신 각계 내빈 여러분.
오늘 우리는 17년전 5월, 이 땅의 민주화운동의 선두에 서서 자유와 정의 그리고 민주를 지키려 희생당하신 영령들의 자리에 함께하고 있습니다.
삼가 경건한 마음으로 5·18 민주 영령들 앞에 옷깃을 여미고 온 국민의 이름으로 명복을 빕니다.
아울러 17년이 지난 지금까지도 그날의 상처로 고통을 겪고 계신 부상자와 유가족 여러분, 그리고 광주시민 여러분께 마음으로부터 간절한 위로의 말씀을 드립니다.
돌이켜 보면, 5·18 민주화운동은 이 나라 민주주의를 지키기 위한 의로운 시민들의 결기이며 항쟁이었습니다.
어떠한 폭압에도 굴하지 않은 5·18 민주화운동의 정신은 지난 17년동안 수많은 국민들의 삶과 마음속에 계승되어 왔습니다.
그러나 5·18 민주화운동이 우리나라 헌정사에 제자리를 잡기까지에는 많은 진통을 겪어야 했습니다.
17년이 지난 지금에 이르러 비로소 국가의 법정기념일로 선포되고, 오늘 정부의 첫 공식행사로 5·18 민주화운동을 기념하게 된 데 대해 온 국민과 함께 깊은 감회를 갖지 않을 수 없습니다.
정부는 5·18 특별법을 제정함으로써 지난날 일부 세력의 헌정 중단 기도에 맞서 항거한 광주시민들의 명예회복에 나섰던 것입니다.
나아가 5·18 민주화운동을 우리나라 민주주의 발전의 살아있는 지표로 삼기 위해서 오늘을 국가적 기념일로 제정하였습니다.
이제 우리 국민 모두는 지난 1980년 5·18 민주화운동으로 인한 희생자와 피해자는 물론 광주시민들이 그동안 겪은 깊은 마음의 상처에 대해 심심한 위로를 드려야 하겠습니다.
존경하는 국민 여러분. 그리고 광주시민 여러분.
이제 더 이상 5·18은 원한의 시발점이 아니라 수많은 민주시민들의 이 땅의 민주화에 온몸으로 기여한 역사적 사실을 기리는 축복의 시작이 되어야 합니다.
물론 5·18의 실상을 직접 겪은 광주시민 여러분께서는 1980년 5월의 비극을 결코 잊을 수 없을 것입니다.
그러나 불행했던 과거에 언제까지 집착할 수만은 없습니다.
광주시민 여러분께서는 그동안의 맺힌 한을 이겨내는 능동적인 시민상을 이룩해 주시기를 기대해 마지 않습니다.
그리하여 5·18 민주화운동은 광주라는 지역의 한계를 벗어나 범국민적인 보편가치로 승화되어 모든 국민들 가슴속에 자리잡아야 합니다.
오늘의 5·18 제17주기를 계기로 이제 5월 18일은 우리나라 모든 국민들이 관용하고 화해하는 출발점이 되어야 할 것입니다.
그동안의 모든 미움과 갈등의 고리를 풀고 관용하고 용서하고 화해함으로써 모두가 하나가 되는 大統合을 이루어 새롭게 출발해야 한다고 저는 믿습니다.
'잊지는 말되 용서함으로써 새롭게 출발하자'는 관용과 화해의 정신이 아니고서는 그 무엇도 5·18 민주화운동의 진정한 계승에 도움이 되지 않을 것이라는 이 지역 원로의 말씀을 귀담아 들어야 하겠습니다.
우리 민족은 몇 천년동안 불교, 유교, 그리고 근대의 기독교 등의 신앙생활을 통해 자비와 사랑과 화해를 지향하는 삶을 살아왔습니다.
우리는 이제 5·18 민주화운동의 정신이 겨레의 가슴속에 영원히 살아 숨쉴 수 있는 길이 무엇인가를 다함께 생각해야 하겠습니다.
불의와 폭압에 항거했던 5·18정신을 영원한 자유와 정의 그리고 민주의 숭고한 가치로 후손들 모두가 가슴에 새겨나갈 수 있도록 하는 것이 우리가 5월 민주영령들의 고귀한 희생에 보답하는 길이라고 생각합니다.
오늘 5·18 민주화운동 17주기를 맞아 머리숙여서 조국의 민주 제단에 스스로를 바치신 영령들의 의로운 희생정신을 추념하면서, 영령들께서 안식을 누리시기를 충심으로 기원드립니다.
감사합니다.",,연설문집,1,included,
3,김대중,총리(김종필),1998,5.18,진보,"경애하는 국민 여러분, 5·18 희생자 유가족과 부상자 여러분, 그리고 광주시민 여러분, 자리를 함께 하신 각계 내빈 여러분.

오늘은 5·18 민주화운동 열여덟 해가 되는 날입니다.
더욱이 오늘은 5월 정신을 바탕으로 한 국민의 정부가 탄생한 뒤 처음 맞는 기념일로서, 그 의미가 더욱 크고 깊다고 하겠습니다.

5월 광주의 민주영령들께서 잠들어 계신 이 곳에서 새 정부와 온 국민의 추모 속에, 가신 영령들의 숭고한 넋을 기리게 되어서 참으로 감회가 새롭습니다.
18년 전 5월, 이 땅의 자유와 정의 그리고 민주를 지키기 위해 목숨을 바치신 민주영령들께서 평안하게 명복을 누리시기를 삼가 머리 숙여 빕니다.

아울러 오늘까지도 그 날의 상처로 말할 수 없는 고통을 겪고 계신 부상자와 유가족 여러분, 그리고 광주시민 여러분께서는 마음의 위로를 받으시기를 바랍니다.
돌이켜보면 5·18 민주화운동은 이 땅의 민주주의를 지키기 위해 폭압과 폭력에 항거하여 분연히 일어선 의로운 시민들의 항쟁이었습니다.

5·18 민주화운동은 애국시민들의 뜨거운 민주열정을 불러일으킨 거대한 활화산이 되어, 언제까지나 이 나라 민주발전의 고귀한 밑거름이 될 것이라고 믿습니다.

지난해 비로소 5월 18일이 국가기념일로 제정됨으로써 5·18 민주영령의 해원아 가능하게 되고, 광주시민의 명예회복도 이루어지게 되었습니다.

이제 5월 민주영령들은 이 나라 민주주의의 화신으로, 또 이 땅의 자유와 정의를 지키는 수호신으로 되살아나고 있다고 믿습니다.
우리는 어떠한 폭압에도 굴하지 않은 5·18 민주화운동의 정신을 우리 역사와 민족의 삶 속에 소중히 간직하여, 영원히 이 나라 이 겨레의 자유와 민주를 지키는 등불로 삼아 나가야 할 것입니다.

경애하는 국민 여러분, 그리고 광주시민 여러분. 이제 5·18 민주화운동은 더 이상 광주의 것만은 아닙니다. 5·18 민주화운동은 쉼없이 지속해 온 이 땅의 민주화 역정 가운데 우뚝 선 봉우리로서, 모든 지역 모든 국민의 가슴에 깊이 간직되고 있습니다.

나아가 5·18의 정신은 세계 모든 민주세력이 우러러 지향하는 민주주의운동과 인권사회운동의 상징이 되고 있습니다.
5·18 민주화운동 18주년을 맞아 광주시민 여러분께서 펼치고 계신 ‘인권과 평화, 화합의 미래로’라는 주제처럼, 이제 5·18은 우리나라를 넘어 세계의 평화와 화합된 미래를 여는 새로운 출발점이 될 것이라고 굳게 믿습니다.

경애하는 국민 여러분.
우리는 지금 국가적 위기를 맞아 온 국민이 시련과 고통을 함께 겪고 있습니다.
이러한 때, 국민 모두는 이 나라를 위해 스스로를 던지신 5·18 민주영령들의 희생을 가슴깊이 새기면서, 오늘의 국가적 위기를 이겨내려는 결의를 굳게 다져야 하겠습니다.

나라를 위해 자신의 작은 것을 버리고 다 함께 고통의 멍에를 나누는 것이 곧 5·18 민주영령들께서 오늘의 우리에게 바라는 바일 것이라고 믿습니다. 80년 5월, 그 날의 의미를 되새긴다면 우리는 어떠한 어려움도 반드시 극복해 나갈 수 있으리라 확신합니다.

5·18 정신이 민주발전의 초석이 되고 국난극복의 원동력으로 승화되어 나갈 수 있도록 우리 모두 온 힘을 다해야 하겠습니다.

5·18 민주화운동 18주년을 맞아 조국의 민주 제단에 목숨을 바치신 영령들의 명복을 다시 한 번 빌면서, 오늘의 이 자리가 국민 모두가 국가발전의 의지를 다지는 뜻깊은 계기가 되기를 염원합니다.

감사합니다.",,연설문집,1,included,
4,김대중,총리(김종필),1999,5.18,진보,"경애하는 국민 여러분, 5·18 희생자 유가족과 부상자 여러분, 광주시민 여러분, 그리고 자리를 함께 하신 귀빈 여러분.

오늘 우리는 5·18 19주년을 맞아 5월의 민주영령들께서 잠들어 계신 이곳에 자리를 함께 하고 있습니다.
19년 전, 불의와 폭압에 맞서 이 땅의 자유와 정의, 그리고 민주를 지키려다 목숨을 바치신 영령들 앞에 삼가 머리 숙여 명복을 빕니다.

그리고 오늘까지도 그 날의 아픔과 상처로 고통을 겪고 계신 부상자와 유가족 여러분께도 간절한 위로의 말씀을 드립니다.
지금 우리는 19년 전 오늘, 스러져 가는 자유민주주의의 불꽃을 되살리기 위해 전남도청 앞과 금남로를 가득 메웠던 민주 시민들의 외침소리를 상기하면서 다시 가슴이 벅차 오르는 듯 합니다.

돌이켜보면, 5·18 민주화운동은 폭력과 억압으로부터 자유와 민주주의를 지키기 위해 분연히 일어섰던 의로운 시민들의 항쟁이었습니다.

실로 5·18 민주화운동은 우리나라 민주화 여정에 우뚝 선 봉우리로서, 앞으로도 영원히 꺼지지 않는 민주주의의 횃불이 되리라 믿습니다.
새로운 2천년대가 시작되는 내년이면 5·18 민주화운동은 20주년을 맞게 됩니다.

그동안 우리는 5·18 민주화운동 특별법을 제정하고, 5월 18일을 국가기념일로 지정해서 광주시민들의 명예를 회복했습니다만, 아직도 풀어야 할 과제가 많이 남아 있습니다.

정부는 5·18 민주화운동을 우리 민주주의 발전의 살아 있는 지표로 자리매김하기 위해 온갖 정성을 다해오고 계신 여러분의 노력이 알찬 결실을 맺을 수 있도록 가능한 모든 지원을 다할 것입니다.

나아가 5·18 민주화운동을 광주의 것만이 아니라 자유와 정의를 사랑하는 세계 모든 민주시민들이 우러러 지향해야 할 민주주의 운동의 상징으로 승화시켜 나가는 데도 힘을 모을 것입니다.

이제 우리 국민 모두는 5·18 민주화운동의 정신을 가슴깊이 간직하고 새로운 21세기를 희망의 시대로 열어 나가려는 결의를 굳게 해야 하겠습니다.

5·18 정신이 겨레의 가슴속에 영원히 살아 숨쉬면서 민주주의 발전의 초석이 되고 국난극복의 원동력이 될 수 있도록 우리 모두 온 정성을 다해야 하겠습니다.

최근 5·18 부상자 여러분께서 군부대를 방문해서, 장병들과 화해의 악수를 나누는 모습을 보고 국민들은 모두 감격해 했습니다.
우리는 그 동안의 갈등의 고리를 끊고 국민 모두가 하나가 되어서 대화해를 이룩한 가운데 미래를 향해 출발해야 할 것입니다.

이것이야말로 목숨을 바쳐 이 나라의 자유와 민주를 지켜내신 5·18 민주영령들의 고귀한 희생을 더욱 값지게 하는 길이라고 믿습니다.
그 어려운 상황 속에서도 나라를 위해 떨쳐 일어섰던 19년 전의 5·18 정신을 되새긴다면 우리는 어떠한 난관도 극복해낼 수 있으리라고 기대합니다.

오늘 5·18 민주화운동 19주년을 맞아 다시 한 번 조국의 민주제단에 목숨을 바치신 영령들의 명복을 빌면서, 영령들께서 안식을 누리시기를 삼가 기원드립니다.

감사합니다.",,연설문집,1,included,
5,김대중,김대중,2000,5.18,진보,"존경하고 사랑하는 광주시민과 국민 여러분!

5.18 유가족과 부상자, 그리고 이 자리에 참석하신 내빈 여러분!

저는 오늘 참으로 만감이 교차하는 감회 속에 이 자리에 섰습니다. 20년전 오늘 민주주의 수호를 위해 고귀한 생명을 불사른 민주영령 앞에 이제 저는 대한민국 대통령으로서 서 있습니다. 이름만 불러도 가슴이 저미는 충장로와 금남로, 그리고 전라남도 도청에서 빛도 없이 쓰러져간 수많은 민주주의의 영웅들을 생각할 때마다 저는 한없는 슬픔과 감동, 그리고 새로운 각오를 갖게 됩니다.

존경하는 광주시민과 전남도민 여러분,

그리고 국민 여러분!

제가 광주의 비극을 처음 알게 된 것은 5.18 항쟁이 일어난 지 40여일이 지나서 였습니다.

5.18 하루 전 군사정권에 연행되어 40여일 동안 모진 박해를 받던 중 당시 군부의 실력자 한사람이 전해준 묵은 신문을 보고서야 비로소 광주에서 있었던 천인공노할 참상을 알게 되었던 것입니다.

감당할 수 없는 충격과 슬픔으로 정신을 잃었다 깨어난 후 저는 아무것도 할 수 없다는 무력감 속에 피눈물을 흘려야 했습니다. 저 역시 언제 죽을지 모르는 상황이었지만, 그러한 제 처지보다 가신 임들과 그 유가족이나 광주시민들을 위해서 지금 당장 아무런 일도 할 수 없다는 사실이 저를 더욱 괴롭게 했습니다.

저는 그 때 결심했습니다. 가신 임들을 위해서, 그리고 이 나라 민주주의를 위해서 내가 할 수 있는 일은 그분들의 뒤를 따라 정의롭게 죽는 것 뿐이라고 생각했습니다. 그것만이 민주영령과 국민, 그리고 역사 앞에 영원히 사는 길이라고 결심했습니다. 그래서 저는 자신들에게 협력하기만 하면 대통령을 빼놓고는 어떠한 직책이라도 주겠다는 군부의 제의를 단호히 거절했습니다. 그리하여 저는 사형선고의 확정판결을 받게 되었던 것입니다.

그후 20년이 지났습니다. 가신 임들의 고귀한 희생은 결코 헛되지 않았습니다. 임들이 스스로의 몸으로 불살랐던 민주화의 불꽃은 그 후 암흑같은 독재의 치하에서도 꺼지지 않고 불타올랐습니다. 줄기찬 민주화의 불길은 87년 6월 전국적인 시민항쟁으로 번져나갔고, 마침내 97년 12월 헌정사상 최초의 여야간 정권교체를 이루는 민주주의의 커다란 성취로 이어졌던 것입니다. 위대한 광주의 정신이 살아서 승리한 것입니다.

그에 따라 '폭도'로 몰렸던 그날의 광주시민은 이제 민주주의의 위대한 수호자로서 전 세계인의 추앙을 받고 있습니다. 또한 무도한 총칼 아래 짓밟혔던 광주는 이제 민주주의의 성지로서 역사 속에 우뚝 솟아 있습니다.

오늘 5.18 민주화운동 20주년을 맞아 저는 이 나라 민주제단에 몸을 던져 산화하신 임들의 고귀한 영전에 다시한번 뜨거운 추모를 올리면서 삼가 명복을 빌어마지 않습니다.

또한 오늘 이 순간까지 그날의 상처로 슬픔과 고통을 겪고 계신 유가족과 부상자 여러분에게도 충심으로 위로의 말씀을 드립니다.

아울러 광주시민 여러분에게 다시한번 큰 감사와 찬양을 드리는 바입니다.

광주시민 여러분, 그리고 이 자리에 참석하신 여러분!

5.18의 광주는 우리에게 위대한 교훈을 남겨 주었습니다. 그날의 광주는 세계의 모든 시민에게 자유와 평화, 인권과 민주주의의 소중한 가치를 일깨우는 드높은 표상이 되고 있습니다.

5.18에서 우리가 보았던 첫 번째 정신은 인권정신이었습니다. 불의한 권력의 무자비한 폭력에 맞서서 광주는 인간의 소중한 권리를 지키고자 싸웠습니다. 인권이 침해되고 고귀한 생명이 짓밟히는 것을 보면서 광주시민은 하나로 일어나 분노하고 저항했습니다. 자유와 민주, 그리고 인권을 수호하려는 거룩한 뜻이 거기에 있었던 것입니다.

둘째는 비폭력의 정신이었습니다. 광주시민은 맨손으로 잔혹한 총칼에 맞섰습니다. 자유와 정의와 민주주의의 깃발 아래 온몸을 던져 자신을 희생했던 것입니다. 무기를 손에 넣고도 결코 이를 사용해서 누구에게도 살상을 가하지 않았습니다. 철저한 비폭력의 정신이었던 것입니다.

셋째는 성숙한 시민정신이었습니다. 공권력의 공백 속에서도 광주에는 단 한건의 약탈이나 방화도 없었습니다. 그 어떤 혼란이나 무질서도 없었습니다. 시민 모두가 동지애와 높은 질서의식을 가지고 서로를 보살피고 치안을 지켰습니다. 이것은 세계에서도 유례없는 일입니다.

넷째는 평화의 정신이었습니다. 시민자치가 이루어진 열흘동안 어떠한 보복도 없었으며, 광주시민들은 진압군 측과 대화를 시도하는 등 항쟁의 평화적 해결을 위해 부단히 노력했습니다.

존경하는 광주시민 여러분, 그리고 이 자리에 계신 여러분!

이러한 광주의 위대한 정신은 우리만의 자랑이 아니라 인권과 민주주의라는 인류보편의 가치를 믿고 숭상하는 전 세계인의 자랑인 것입니다. 광주시민의 행동이야말로 인간이 극한 상황에서도 얼마나 위대한 선택을 할 수 있는지를 보여준 인간승리의 대서사시였기 때문입니다.

이제 우리는 5.18 광주항쟁이 구현한 고귀한 뜻과 정신이 영원히 살아 숨쉬도록 해야 합니다. 지나간 과거가 아니라 언제나 현재로서 뜨겁게 불타오르도록 해야 합니다. 그럼으로써 인간의 존엄성과 민주주의의 소중한 가치가 더욱 확고히 지켜지고 발전돼 나갈 수 있도록 해야 합니다.

특히 지금 이 시간에도 세계 곳곳에서는 아직도 인권과 민주주의 수호를 위한 힘겨운 투쟁이 전개되고 있습니다. 5.18의 광주가 그러한 의로운 투쟁에 용기와 희망을 북돋아 주는 힘찬 격려의 함성이 되어야 하겠습니다.

그런 점에서 저는 광주시민과 5.18 기념행사위원회가 다양한 국제적 교류를 통해 5.18의 역사적 의의와 공헌을 재조명하고, 전 세계 민주시민과의 연대와 협력을 다지고 있는 것을 매우 뜻깊고 바람직하게 생각하는 바입니다.

정부는 5.18 항쟁의 고귀한 정신과 값진 헌신이 역사 속에 영원히 기억되고 크게 선양될 수 있도록 최선의 노력을 다할 것입니다.

특별법을 조속히 제정하겠습니다. 그에 따라 『광주민주화운동 관련자 보상 등에 관한 법률』에 의해 보상을 받았거나 앞으로 받게될 모든 5.18 희생자들을 '민주화 유공자'로 예우하고, 5.18 묘역을 국립묘지로 승격시킬 것입니다.

